customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,BalancePerProduct,AgeGroup,CreditScoreGroup,TenureGroup,IsSenior,HasZeroBalance,SalaryPerAge
15768193,585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0,72662.17412935324,30-40,Poor,Medium,0,0,2400.6825000000003
15683553,788,France,Female,33,5,0.0,2,0,0,116978.19,0,0.0,30-40,Good,Medium,0,1,3544.7936363636363
15702298,655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,124318.78217821782,40-50,Fair,Long,0,0,4000.998536585366
15569590,601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,97520.51485148515,40-50,Fair,New,0,0,952.732380952381
15760861,619,France,Male,43,1,125211.92,1,1,1,113410.49,0,123972.19801980197,40-50,Fair,New,0,0,2637.4532558139535
15630053,656,France,Male,45,5,127864.4,1,1,0,87107.57,0,126598.41584158415,40-50,Fair,Medium,0,0,1935.723777777778
15647091,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,75136.83168316832,<30,Good,,0,0,2400.7236842105262
15623944,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,0.0,50+,Poor,Medium,1,1,24.89560606060606
15804771,614,France,Male,51,4,40685.92,1,1,1,46775.28,0,40283.08910891089,50+,Fair,Medium,0,0,917.1623529411764
15651280,742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,135501.9801980198,30-40,Good,Medium,0,0,2414.559142857143
15773469,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,75785.51243781096,<30,Fair,Long,0,0,4684.993333333334
15702014,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,27902.83084577115,30-40,Poor,New,0,0,5418.125151515152
15751208,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,77927.88118811882,50+,Fair,Long,0,0,1774.9707142857144
15592461,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,108085.51485148515,<30,Fair,Medium,0,0,3570.795
15789484,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,84493.26368159204,30-40,Good,Medium,0,0,771.0655555555555
15696061,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,100626.77227722772,30-40,Poor,New,0,0,3247.985588235294
15641582,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,61283.58706467662,40-50,Good,Long,0,0,4573.797209302325
15638424,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,74987.82587064678,30-40,Fair,Medium,0,0,3247.3385714285714
15755648,675,France,Female,21,8,98373.26,1,1,0,18203.0,0,97399.26732673266,<30,Fair,Long,0,0,866.8095238095239
15703793,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,33352.97755610973,50+,Good,New,0,0,489.2044827586207
15620344,813,France,Male,29,6,0.0,1,1,0,33953.87,0,0.0,<30,Excellent,Medium,0,1,1170.823103448276
15812518,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0,161987.30693069307,30-40,Fair,,0,0,1194.6905405405407
15779052,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,78497.93034825871,<30,Fair,Medium,0,0,2337.0724
15770811,519,France,Male,36,9,0.0,2,0,1,145562.4,0,0.0,30-40,Poor,Long,0,1,4043.3999999999996
15780961,735,France,Female,21,1,178718.19,2,1,0,22388.0,0,88914.52238805972,<30,Good,New,0,0,1066.095238095238
15614049,664,France,Male,55,8,0.0,2,1,1,139161.64,0,0.0,50+,Fair,Long,0,1,2530.2116363636364
15662085,678,France,Female,32,9,0.0,1,1,1,148210.64,0,0.0,30-40,Fair,Long,0,1,4631.5825
15575185,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0,76488.33663366336,30-40,Good,Medium,0,0,5886.049393939394
15803136,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0,60790.875621890555,40-50,Poor,Long,0,0,2397.600243902439
15706021,665,France,Female,34,1,96645.54,2,0,0,171413.66,0,48082.35820895523,30-40,Fair,New,0,0,5041.578235294118
15663706,777,France,Female,32,2,0.0,1,1,0,136458.19,1,0.0,30-40,Good,New,0,1,4264.3184375
15641732,543,France,Female,36,3,0.0,2,0,0,26019.59,0,0.0,30-40,Poor,New,0,1,722.7663888888889
15701164,506,France,Female,34,4,90307.62,1,1,1,159235.29,0,89413.48514851484,30-40,Poor,Medium,0,0,4683.390882352942
15738751,493,France,Female,46,4,0.0,2,1,0,1907.66,0,0.0,40-50,Poor,Medium,0,1,41.47086956521739
15805254,652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,0.0,50+,Fair,Long,1,1,1529.01
15762418,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,120477.0495049505,<30,Good,New,0,0,5847.425
15625759,729,France,Male,30,9,0.0,2,1,0,151869.35,0,0.0,<30,Good,Long,0,1,5062.3116666666665
15622897,646,France,Female,46,4,0.0,3,1,0,93251.42,1,0.0,40-50,Fair,Medium,0,1,2027.2047826086957
15767954,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0,40608.791044776124,<30,Fair,New,0,0,5599.691428571428
15757535,647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,0.0,40-50,Fair,Medium,0,1,3959.2095454545456
15731511,808,France,Male,45,7,118626.55,2,1,0,147132.46,0,59018.184079602,40-50,Excellent,Long,0,0,3269.610222222222
15809248,524,France,Female,36,10,0.0,2,1,0,109614.57,0,0.0,30-40,Poor,Long,0,1,3044.849166666667
15640635,769,France,Male,29,8,0.0,2,1,1,172290.61,0,0.0,<30,Good,Long,0,1,5941.055517241379
15676966,730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,0.0,40-50,Good,Medium,0,1,2047.2016666666666
15699461,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0,174528.66336633664,30-40,Poor,Long,0,0,3465.0794285714287
15738721,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0,101809.34653465346,40-50,Good,Long,0,0,1575.4939024390244
15693683,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,48301.69154228856,<30,Excellent,Long,0,0,6802.625172413793
15604348,710,Spain,Male,22,8,0.0,2,0,0,99645.04,0,0.0,<30,Good,Long,0,1,4529.32
15633059,413,France,Male,34,9,0.0,2,0,0,6534.18,0,0.0,30-40,Poor,Long,0,1,192.18176470588236
15808582,665,France,Female,40,6,0.0,1,1,1,161848.03,0,0.0,30-40,Fair,Medium,0,1,4046.20075
15743192,623,France,Female,44,6,0.0,2,0,0,167162.43,0,0.0,40-50,Fair,Medium,0,1,3799.1461363636363
15580146,738,France,Male,31,9,82674.15,1,1,0,41970.72,0,81855.59405940594,30-40,Good,Long,0,0,1353.8941935483872
15776605,528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,0.0,30-40,Poor,Long,0,1,1681.5711111111111
15804919,670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,0.0,50+,Fair,New,1,1,2733.1643076923074
15613854,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,53270.28358208956,40-50,Fair,Medium,0,0,673.5780434782608
15599195,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,88058.0396039604,30-40,Poor,New,0,0,314.2040625
15812878,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0,98818.66336633664,30-40,Good,New,0,0,1027.1255555555554
15602312,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,148606.7326732673,30-40,Fair,Medium,0,0,2177.6603030303027
15744689,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,91914.74257425743,30-40,Poor,Long,0,0,2841.4245714285717
15803526,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,89640.40594059405,<30,Fair,New,0,0,2102.7626666666665
15665790,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,53758.75621890548,30-40,Poor,Long,0,0,698.2374358974358
15715951,562,France,Male,42,2,100238.35,1,0,0,86797.41,0,99245.89108910892,40-50,Poor,New,0,0,2066.605
15591100,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,105139.15841584158,30-40,Fair,Long,0,0,638.7311111111111
15609618,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,76853.5024875622,<30,Good,Long,0,0,3617.8907142857142
15675522,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,65846.41293532339,<30,Fair,Long,0,0,2472.3043333333335
15705512,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,166202.37623762374,30-40,Fair,Medium,0,0,3125.3591891891892
15698028,506,France,Female,41,1,0.0,2,1,0,31766.3,0,0.0,40-50,Poor,New,0,1,774.7878048780487
15661670,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,106751.1188118812,30-40,Poor,Long,0,0,6442.754516129033
15600781,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,92126.2736318408,30-40,Fair,Medium,0,0,3553.955294117647
15682472,828,France,Male,34,8,129433.34,2,0,0,38131.77,0,64394.696517412944,30-40,Excellent,Long,0,0,1121.5226470588234
15580203,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,119003.38613861386,30-40,Fair,Medium,0,0,2567.4602564102565
15690673,656,France,Female,39,6,0.0,2,1,0,141069.88,0,0.0,30-40,Fair,Medium,0,1,3617.1764102564102
15760085,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,125133.08910891089,40-50,Fair,Long,0,0,4127.695
15779659,625,France,Female,28,3,0.0,1,0,0,183646.41,0,0.0,<30,Fair,New,0,1,6558.800357142857
15627360,432,France,Male,42,9,152603.45,1,1,0,110265.24,1,151092.52475247526,40-50,Poor,Long,0,0,2625.362857142857
15671137,549,France,Female,52,1,0.0,1,0,1,8636.05,1,0.0,50+,Poor,New,0,1,166.0778846153846
15782688,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,147036.8712871287,50+,Fair,,0,0,836.1442857142857
15575492,828,France,Female,41,7,0.0,2,1,0,171378.77,0,0.0,40-50,Excellent,Long,0,1,4179.969999999999
15591607,770,France,Male,24,9,101827.07,1,1,0,167256.35,0,100818.88118811882,<30,Good,Long,0,0,6969.014583333334
15740404,758,France,Female,34,3,0.0,2,1,1,124226.16,0,0.0,30-40,Good,New,0,1,3653.7105882352944
15718369,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,129566.76237623762,30-40,Good,Long,0,0,3482.885151515152
15677871,687,France,Male,38,9,122570.87,1,1,1,35608.88,0,121357.29702970297,30-40,Fair,Long,0,0,937.0757894736842
15642004,686,France,Male,25,1,0.0,2,0,1,16459.37,0,0.0,<30,Fair,New,0,1,658.3747999999999
15712543,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,62103.71144278608,30-40,Good,Long,0,0,3190.027692307692
15584518,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,72087.0895522388,40-50,Poor,Medium,0,0,698.8246
15802381,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,63033.59405940594,30-40,Poor,Medium,0,0,4934.831764705882
15610156,637,France,Male,40,2,133463.1,1,0,1,93165.34,0,132141.68316831684,30-40,Fair,New,0,0,2329.1335
15594408,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,211035.84158415842,40-50,Poor,New,0,0,1565.859375
15640905,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,64423.06467661692,30-40,Poor,New,0,0,245.45228571428572
15698932,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,136091.17821782178,40-50,Good,Long,0,0,4307.815909090909
15724944,663,France,Male,34,7,0.0,2,1,1,180427.24,0,0.0,30-40,Fair,Long,0,1,5306.6835294117645
15628145,682,France,Female,43,5,125851.93,1,1,1,193318.33,0,124605.8712871287,40-50,Fair,Medium,0,0,4495.775116279069
15713483,793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,0.0,50+,Good,New,0,1,3060.0734615384617
15612350,691,France,Female,31,5,40915.55,1,1,0,126213.84,1,40510.44554455446,30-40,Fair,Medium,0,0,4071.414193548387
15800703,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0,112036.85148514851,<30,Poor,Medium,0,0,2578.1666666666665
15705707,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,68804.44776119404,<30,Fair,Long,0,0,4864.67275862069
15754105,650,France,Male,37,5,106967.18,1,0,0,24495.03,0,105908.09900990098,30-40,Fair,Medium,0,0,662.0278378378378
15703264,735,France,Male,44,9,120681.63,1,1,0,74836.34,0,119486.76237623763,40-50,Good,Long,0,0,1700.825909090909
15794413,416,France,Male,32,0,0.0,2,0,1,878.87,0,0.0,30-40,Poor,,0,1,27.4646875
15650237,754,Spain,Female,32,7,0.0,2,1,0,89520.75,0,0.0,30-40,Good,Long,0,1,2797.5234375
15759618,535,France,Female,48,9,0.0,1,1,0,149892.79,1,0.0,40-50,Poor,Long,0,1,3122.7664583333335
15811589,716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,0.0,40-50,Good,Long,0,1,4304.771904761905
15689044,539,France,Male,37,2,127609.59,1,1,0,98646.22,0,126346.12871287129,30-40,Poor,New,0,0,2666.114054054054
15709368,614,France,Female,43,6,0.0,2,1,1,109041.53,0,0.0,40-50,Fair,Medium,0,1,2535.849534883721
15679145,706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,0.0,50+,Good,Long,0,1,314.75719298245616
15655007,758,France,Female,33,7,0.0,2,0,0,82996.47,0,0.0,30-40,Good,Long,0,1,2515.0445454545456
15623595,586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,0.0,<30,Poor,New,0,1,3288.119642857143
15589975,646,France,Female,73,6,97259.25,1,0,1,104719.66,0,96296.28712871287,50+,Fair,Medium,1,0,1434.515890410959
15804017,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,122026.43564356436,30-40,Fair,Medium,0,0,3414.774848484849
15692132,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,100059.65346534654,<30,Good,Medium,0,0,3849.98
15641122,684,France,Male,30,2,0.0,2,1,0,83473.82,0,0.0,<30,Fair,New,0,1,2782.460666666667
15630910,800,France,Female,49,7,108007.36,1,0,0,47125.11,0,106937.9801980198,40-50,Good,Long,0,0,961.7369387755102
15680772,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,0.0,30-40,Good,New,0,1,2971.605555555556
15658929,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,132379.099009901,<30,Fair,,0,0,1916.6393103448277
15585388,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,62283.457711442796,30-40,Fair,Long,0,0,4512.078387096774
15724623,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,111915.06930693069,<30,Good,Long,0,0,6770.9783333333335
15588537,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,107933.8910891089,40-50,Fair,Long,0,0,4792.681951219512
15574692,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,0.0,30-40,Fair,New,0,1,1044.134358974359
15611325,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,28820.800995024878,<30,Fair,Long,0,0,2213.929166666667
15587562,484,France,Female,29,4,130114.39,1,1,0,164017.89,0,128826.12871287129,<30,Poor,Medium,0,0,5655.789310344828
15613172,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,47674.870646766176,<30,Fair,Medium,0,0,5777.665185185185
15651022,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,128325.31683168317,40-50,Poor,Long,0,0,124.37954545454545
15586310,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,167784.24752475246,<30,Poor,Medium,0,0,3739.5703333333336
15625524,512,France,Male,40,5,0.0,2,1,1,146457.83,0,0.0,30-40,Poor,Medium,0,1,3661.44575
15755209,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,132542.7821782178,30-40,Poor,Long,0,0,779.6028571428571
15645248,510,France,Female,30,0,0.0,2,1,1,130553.47,0,0.0,<30,Poor,,0,1,4351.782333333334
15790355,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,94765.91044776121,30-40,Fair,Medium,0,0,4981.996944444445
15762615,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,100983.28712871287,30-40,Poor,Long,0,0,2369.353
15625426,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,160008.72277227722,50+,Good,New,0,0,146.92454545454547
15716334,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,121100.20792079209,40-50,Excellent,New,0,0,432.94444444444446
15789669,510,France,Male,65,2,0.0,2,1,1,48071.61,0,0.0,50+,Poor,New,1,1,739.5632307692308
15621075,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,80671.85074626867,40-50,Good,New,0,0,3878.4726666666666
15810845,636,France,Male,42,2,0.0,2,1,1,55470.78,0,0.0,40-50,Fair,New,0,1,1320.732857142857
15719377,804,France,Female,50,4,0.0,1,1,1,8546.87,1,0.0,40-50,Excellent,Medium,0,1,170.93740000000003
15654506,514,France,Male,32,8,0.0,2,1,0,95857.18,0,0.0,30-40,Poor,Long,0,1,2995.536875
15771977,730,France,Female,39,1,99010.67,1,1,0,194945.8,0,98030.36633663366,30-40,Good,New,0,0,4998.610256410256
15708710,525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,0.0,30-40,Poor,,0,1,3554.641081081081
15726676,616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,0.0,<30,Fair,Medium,0,1,6536.950333333333
15587421,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,55417.00497512438,30-40,Fair,Long,0,0,4369.551764705882
15726931,715,France,Female,41,8,56214.85,2,0,0,92982.61,1,27967.58706467662,40-50,Good,Long,0,0,2267.8685365853657
15771086,512,France,Female,36,3,84327.77,2,1,0,17675.36,0,41954.1144278607,30-40,Poor,New,0,0,490.9822222222222
15756850,479,France,Male,40,1,0.0,2,0,0,114996.43,0,0.0,30-40,Poor,New,0,1,2874.91075
15702741,601,France,Male,32,8,93012.89,1,1,0,86957.42,0,92091.97029702971,30-40,Fair,Long,0,0,2717.419375
15679200,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,30701.711442786072,<30,Poor,Long,0,0,4416.475862068965
15594815,807,France,Male,35,3,174790.15,1,1,1,600.36,0,173059.55445544553,30-40,Excellent,New,0,0,17.153142857142857
15635905,616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,0.0,30-40,Fair,Medium,0,1,1343.795625
15777892,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,106654.099009901,30-40,Good,New,0,0,4286.246486486486
15656176,501,France,Male,57,10,0.0,2,1,1,47847.19,0,0.0,50+,Poor,Long,0,1,839.4243859649123
15811127,521,France,Male,35,6,96423.84,1,1,0,10488.44,0,95469.14851485148,30-40,Poor,Medium,0,0,299.6697142857143
15604482,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,139643.57425742576,<30,Excellent,New,0,0,199.27333333333334
15622911,759,France,Male,42,4,105420.18,1,0,1,121409.06,0,104376.41584158415,40-50,Good,Medium,0,0,2890.691904761905
15600974,516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,0.0,40-50,Poor,Medium,0,1,2922.9186
15727868,711,France,Female,38,2,129022.06,2,1,1,14374.86,1,64190.07960199006,30-40,Good,New,0,0,378.28578947368425
15627801,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,174917.44554455444,30-40,Poor,New,0,0,2868.811212121212
15773039,550,France,Male,37,3,0.0,1,1,1,179670.31,0,0.0,30-40,Poor,New,0,1,4855.954324324324
15755262,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,88875.08910891089,40-50,Fair,New,0,0,4861.091219512195
15679531,618,France,Male,34,5,134954.53,1,1,1,151954.39,0,133618.34653465345,30-40,Fair,Medium,0,0,4469.246764705883
15684181,643,France,Male,45,5,0.0,1,1,0,142513.5,1,0.0,40-50,Fair,Medium,0,1,3166.9666666666667
15612087,671,France,Male,45,2,106376.85,1,0,1,158264.62,0,105323.61386138614,40-50,Fair,New,0,0,3516.9915555555554
15752047,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,80504.79601990052,30-40,Fair,New,0,0,5132.784848484848
15624592,603,France,Male,31,8,0.0,2,1,1,169915.02,0,0.0,30-40,Fair,Long,0,1,5481.129677419354
15573152,620,France,Female,41,9,0.0,2,0,0,88852.47,0,0.0,40-50,Fair,Long,0,1,2167.1334146341464
15594917,676,France,Female,34,1,63095.01,1,1,1,40645.81,0,62470.30693069307,30-40,Fair,New,0,0,1195.465
15785542,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,58849.25870646766,<30,Poor,Medium,0,0,2324.126923076923
15723488,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,105796.24752475249,40-50,Fair,Long,0,0,3360.830212765957
15680920,695,France,Male,46,7,49512.55,1,1,0,133007.34,0,49022.32673267327,40-50,Fair,Long,0,0,2891.463913043478
15786308,730,Spain,Female,33,9,0.0,2,0,0,176576.62,0,0.0,30-40,Good,Long,0,1,5350.806666666666
15659366,807,France,Male,43,1,105799.32,2,1,0,34888.04,1,52636.47761194031,40-50,Excellent,New,0,0,811.3497674418605
15774854,592,France,Male,54,8,0.0,1,1,1,28737.71,1,0.0,50+,Poor,Long,0,1,532.1798148148148
